project_id,wbs_id,cost_code,activity_name,budget_cost,committed_cost,actual_cost,forecast_cost
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.6thF,E-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.7thF,E-APP-B04-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.8thF,E-APP-B04-8TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.1stB,E-APP-B04-BAS01-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF,E-APP-B04-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.GF,E-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.RF,E-APP-B04-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (RF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.1stF,AB-APP-B03-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.2ndF,AB-APP-B03-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.3rdF,AB-APP-B03-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.4thF,AB-APP-B03-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.2,AB-APP-B03-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.3,AB-APP-B03-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.GF,AB-APP-B03-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.RF,AB-APP-B03-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (RF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.GF,AB-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.1stF,AB-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.2ndF,AB-APP-B01-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.3rdF,AB-APP-B01-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.4thF,AB-APP-B01-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.5thF,AB-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.6thF,AB-APP-B01-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.7thF,AB-APP-B01-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.8thF,AB-APP-B01-8TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.1stB,AB-APP-B01-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB,AB-APP-B01-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.RF,AB-APP-B01-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (RF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.1stF,AB-APP-B02-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.2ndF,AB-APP-B02-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.3rdF,AB-APP-B02-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.4thF,AB-APP-B02-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.1stB,AB-APP-B02-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB,AB-APP-B02-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.GF,AB-APP-B02-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.RF,AB-APP-B02-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (RF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.1stF,AB-APP-B04-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.2ndF,AB-APP-B04-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.3rdF,AB-APP-B04-3TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.4thF,AB-APP-B04-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.5thF,AB-APP-B04-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.6thF,AB-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.7thF,AB-APP-B04-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.8thF,AB-APP-B04-8TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.1stB,AB-APP-B04-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF,AB-APP-B04-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.GF,AB-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.RF,AB-APP-B04-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (RF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.WT,E-APP-B04-WT-1030,Approval for Col. & Walls DWGs (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.WT,AB-APP-B04-WT-1030,Approval for Col. & Walls DWGs As-Built Drawing (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1050,Approval for cold applied damp-proofing,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1060,Approval for cold Crystalline waterproofing for Water tank,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.1,E-APP-B01-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.1,E-APP-B02-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.4,E-APP-B03-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B03),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.1,E-APP-B04-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B04),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.1,AB-APP-B01-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.1,AB-APP-B02-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.4,AB-APP-B03-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B03),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.1,AB-APP-B04-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B04),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.F,AB-APP-B04-FOOT-1000,Approval for PC Raft Conc. Dim. Conc. Dim.  & RFT DWGs As-Built Drawing  (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.F,E-APP-B01-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs (B01) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.F,E-APP-B02-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.1,E-APP-B03-FOOT-1010,Approval for PC Raft Conc. Dim. DWGs (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.F,E-APP-B04-FOOT-1010,Approval for PC Raft Conc. Dim. DWGs (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.WT,E-APP-B04-WT-1000,Approval for PC Raft Conc. Dim. DWGs (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.F,AB-APP-B01-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B01) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.F,AB-APP-B02-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.1,AB-APP-B03-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.WT,AB-APP-B04-WT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1020,Approval for Plain Concrete,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.1stB,E-APP-B01-BAS01-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.2ndB,E-APP-B01-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.1stB,E-APP-B04-BAS01-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF,E-APP-B04-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.1stB,AB-APP-B01-BAS1-1040,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB,AB-APP-B01-BAS2-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.1stB,AB-APP-B04-BAS1-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF,AB-APP-B04-BAS2-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1030,Approval for Rc Concrete,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.F,AB-APP-B04-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.1,E-APP-B03-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs  (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.1,AB-APP-B03-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs  (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.F,E-APP-B01-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.F,E-APP-B02-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.F,E-APP-B04-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.F,AB-APP-B01-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs As-Built Drawing (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.F,AB-APP-B02-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs As-Built Drawing (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.F,AB-APP-B04-FOOT-1020,Approval for RC Raft & Footings RFT Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.1,E-APP-B03-FOOT-1030,Approval for RC Raft & Footings RFT DWGs  (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.F,E-APP-B01-FOOT-1020,Approval for RC Raft & Footings RFT DWGs (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.F,E-APP-B02-FOOT-1020,Approval for RC Raft & Footings RFT DWGs (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.F,E-APP-B04-FOOT-1030,Approval for RC Raft & Footings RFT DWGs (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.1,AB-APP-B03-FOOT-1020,Approval for RC Raft & Footings RFT DWGs As-Built Drawing  (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.F,AB-APP-B01-FOOT-1030,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.F,AB-APP-B02-FOOT-1020,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.WT,E-APP-B04-WT-1010,Approval for RC Raft Conc. Dim. DWGs (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.WT,AB-APP-B04-WT-1010,Approval for RC Raft Conc. Dim. DWGs As-Built Drawing (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.WT,E-APP-B04-WT-1020,Approval for RC Raft RFT DWGs (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.WT,AB-APP-B04-WT-1020,Approval for RC Raft RFT DWGs As-Built Drawing (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1000,Approval for RFT Rebar,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.3.2,E-APP-B03-SOG-1000,Approval for S.O.G Conc. Dim. DWGs  (B03) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.2ndB.SOG,E-APP-B02-SOG-1000,Approval for S.O.G Conc. Dim. DWGs (B02) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.SOG,E-APP-B04-SOG-1000,Approval for S.O.G Conc. Dim. DWGs (B04) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.3.2,AB-APP-B03-SOG-1000,Approval for S.O.G Conc. Dim. DWGs As-Built Drawing  (B03) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB.SOG,AB-APP-B02-SOG-1000,Approval for S.O.G Conc. Dim. DWGs As-Built Drawing (B02) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.SOG,AB-APP-B04-SOG-1000,Approval for S.O.G Conc. Dim. DWGs As-Built Drawing (B04) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.2ndB.1,E-APP-B01-SOG-1000,Approval for S.O.G Conc. Dim.DWGs (B01) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB.1,AB-APP-B01-SOG-1000,Approval for S.O.G Conc. Dim.DWGs As-Built Drawing (B01) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUB.3.2,E-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs  (B03) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.2ndB.1,E-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs (B01) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.2ndB.SOG,E-APP-B02-SOG-1010,Approval for S.O.G RFT DWGs (B02) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF.SOG,E-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs (B04) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.3.2,AB-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing  (B03) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB.1,AB-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB.SOG,AB-APP-B02-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B02) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.SOG,AB-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B04) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUP.1stF,E-APP-B03-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUP.2ndF,E-APP-B03-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUP.3rdF,E-APP-B03-3RD-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B03.SUP.4thF,E-APP-B03-4TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (4th),0,0,0,0
