activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
E-SUB-B01-BAS01-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1stB,24-Nov-25,14-Dec-25,29-Oct-25,18-Nov-25,1,1,100%,
E-SUB-B01-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.GF,24-Nov-25,14-Dec-25,23-Mar-26,12-Apr-26,1,1,100%,
AB-SUB-B01-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.1,24-Nov-25,14-Dec-25,17-May-26,10-Jun-26,1,1,100%,
P-MPOS-1070,P.O for Rebar Patch#2  (Basement 2),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,24-Nov-25,25-Nov-25,26-Nov-25,28-Nov-25,1,1,100%,
E-SUB-B02-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.GF,25-Nov-25,15-Dec-25,25-Oct-25,13-Nov-25,17,17,100%,
CON-B01-FOOT-1000,Shuttering for PC Raft (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,26-Nov-25,26-Nov-25,26-Nov-25,30-Nov-25,18,18,100%,
CON-B04-WT-1050,Waterproofing & Ins. Protection works (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,26-Nov-25,27-Nov-25,12-Dec-25,16-Dec-25,10,10,100%,
P-MDEL-1170,Delivery for Rebar Patch#2  (Basement 2),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,26-Nov-25,27-Nov-25,14-Feb-26,20-Apr-26,10,10,100%,
CON-B01-FOOT-1010,Pouring for PC Raft (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,27-Nov-25,27-Nov-25,30-Nov-25,1-Dec-25,10,10,100%,
E-SUB-B03-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.1stB,27-Nov-25,17-Dec-25,1-Mar-26,10-Mar-26,10,10,100%,
E-SUB-B02-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.1stB,27-Nov-25,17-Dec-25,2-Nov-25,23-Nov-25,10,10,100%,
E-SUB-B01-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1stB,27-Nov-25,17-Dec-25,2-Nov-25,10-Mar-26,10,10,100%,
E-SUB-B01-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.GF,27-Nov-25,17-Dec-25,17-May-26,10-Jun-26,28,28,100%,
CON-B01-FOOT-1020,Curing for PC Raft (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,28-Nov-25,30-Nov-25,2-Dec-25,10-Dec-25,10,10,100%,
CON-B04-WT-1060,Shuttering for RC Raft (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,29-Nov-25,2-Dec-25,1-Jan-26,4-Jan-26,10,10,100%,
E-SUB-B02-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.GF,29-Nov-25,18-Dec-25,19-Oct-25,8-Nov-25,1,1,100%,
CON-EW-B03-1000,Soil Replacement & Leveling & Compaction (B03),The Big - P.01 - UP-24-MAY-26.CON.EW.B03,29-Nov-25,21-Dec-25,10-Oct-25,1-Nov-25,1,1,100%,
AB-SUB-B01-FOOT-1000,Submittal for PC Raft Conc. Dim. DWGs As-Built Drawing (B01) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.F,29-Nov-25,18-Dec-25,17-May-26,10-Jun-26,10,10,100%,
AB-APP-B04-WT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.2ndF.WT,29-Nov-25,11-Dec-25,4-Jun-26,17-Jun-26,10,10,100%,
E-SUB-B04-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,30-Nov-25,20-Dec-25,1-Jan-26,10-Feb-26,10,10,100%,
E-SUB-B03-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.GF,30-Nov-25,20-Dec-25,1-Jan-26,10-Feb-26,10,10,100%,
CON-B01-FOOT-1030,Waterproofing & Ins. Protection works (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,1-Dec-25,2-Dec-25,12-Dec-25,21-Dec-25,10,10,100%,
E-SUB-B03-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.1stB,1-Dec-25,21-Dec-25,2-Mar-26,12-Mar-26,10,10,100%,
E-SUB-B02-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.1stB,1-Dec-25,21-Dec-25,5-Nov-25,31-Mar-26,3,3,100%,
E-SUB-B01-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1stB,1-Dec-25,21-Dec-25,5-Nov-25,31-Mar-26,3,3,100%,
E-SUB-B01-GR-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.GF,1-Dec-25,21-Dec-25,20-May-26,14-Jun-26,2,2,100%,
E-APP-B02-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB,1-Dec-25,11-Dec-25,1-Feb-26,9-Feb-26,2,2,100%,
E-APP-B01-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB,1-Dec-25,11-Dec-25,1-Feb-26,11-Feb-26,2,2,100%,
E-APP-B03-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.3,1-Dec-25,11-Dec-25,7-Jan-26,12-Feb-26,1,1,100%,
E-APP-B04-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,1-Dec-25,11-Dec-25,1-Feb-26,12-Feb-26,1,1,100%,
E-SUB-B02-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.GF,2-Dec-25,22-Dec-25,17-May-26,10-Jun-26,3,3,100%,
CON-EW-B03-1010,Soil Compaction Test (B03),The Big - P.01 - UP-24-MAY-26.CON.EW.B03,2-Dec-25,24-Dec-25,20-Nov-25,3-Dec-25,3,3,100%,
CON-B01-FOOT-1040,Shuttering for RC Raft & Footings (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,3-Dec-25,16-Dec-25,5-Feb-26,17-Feb-26,2,2,100%,
CON-B04-WT-1070,RFT for RC Raft (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,3-Dec-25,8-Dec-25,10-Jan-26,17-Jan-26,2,2,100%,
E-SUB-B04-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,3-Dec-25,23-Dec-25,1-Feb-26,14-Feb-26,10,10,100%,
E-SUB-B03-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.GF,3-Dec-25,23-Dec-25,1-Feb-26,10-Feb-26,10,10,100%,
P-MDEL-1060,Delivery for cold Crystalline waterproofing for Water tank,The Big - P.01 - UP-24-MAY-26.P.PC.DS,3-Dec-25,7-Feb-26,28-Jun-26,2-Sep-26,4,4,100%,
AB-SUB-B04-WT-1010,Submittal for RC Raft Conc. Dim. DWGs As-Built Drawing (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB.1,3-Dec-25,23-Dec-25,17-May-26,10-Jun-26,5,5,100%,
AB-SUB-B01-FOOT-1010,Submittal for  Waterproofing Layout Plan DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.F,3-Dec-25,23-Dec-25,17-May-26,10-Jun-26,18,18,100%,
E-APP-B02-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB,4-Dec-25,15-Dec-25,1-Feb-26,15-Feb-26,18,18,100%,
E-APP-B01-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB,4-Dec-25,15-Dec-25,1-Feb-26,7-Feb-26,33,33,100%,
E-APP-B03-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.3,4-Dec-25,15-Dec-25,1-Feb-26,25-Mar-26,18,18,100%,
E-APP-B04-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,4-Dec-25,15-Dec-25,8-Feb-26,18-Feb-26,18,18,100%,
CON-B01-FOOT-1050,RFT for RC Raft & Footings (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,6-Dec-25,18-Dec-25,5-Feb-26,17-Feb-26,33,33,100%,
E-SUB-B02-GR-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.GF,6-Dec-25,25-Dec-25,20-May-26,14-Jun-26,18,18,100%,
E-SUB-B04-BAS01-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,7-Dec-25,27-Dec-25,16-Feb-26,26-Feb-26,18,18,100%,
E-SUB-B03-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.GF,7-Dec-25,27-Dec-25,17-May-26,10-Jun-26,18,18,100%,
E-APP-B02-BAS02-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB,8-Dec-25,18-Dec-25,1-Feb-26,17-Feb-26,18,18,100%,
E-APP-B01-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB,8-Dec-25,18-Dec-25,20-Feb-26,12-Mar-26,18,18,100%,
E-APP-B01-BAS01-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.1stB,8-Dec-25,18-Dec-25,1-Feb-26,11-Feb-26,18,18,100%,
E-APP-B03-BAS02-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.3,8-Dec-25,18-Dec-25,1-Feb-26,25-Mar-26,18,18,100%,
E-APP-B04-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,8-Dec-25,18-Dec-25,1-Mar-26,2-Mar-26,18,18,100%,
AB-APP-B01-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1,8-Dec-25,21-Dec-25,4-Jun-26,17-Jun-26,33,33,100%,
CON-B01-FOOT-1060,Shuttering for Columns & Walls Below SOG (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,8-Dec-25,16-Dec-25,26-Feb-26,18-May-26,33,33,100%,
CON-B02-FOOT-1000,Shuttering for PC Raft (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,9-Dec-25,9-Dec-25,27-Nov-25,30-Nov-25,33,33,100%,
CON-B04-WT-1080,Pouring for RC Raft (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,9-Dec-25,10-Dec-25,28-Feb-26,28-Feb-26,33,33,100%,
AB-SUB-B04-WT-1020,Submittal for RC Raft RFT DWGs As-Built Drawing (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB.1,9-Dec-25,29-Dec-25,17-May-26,10-Jun-26,18,18,100%,
AB-SUB-B02-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.1,9-Dec-25,29-Dec-25,17-May-26,10-Jun-26,33,33,100%,
CON-B01-FOOT-1070,RFT for Columns & Walls Below SOG (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,9-Dec-25,17-Dec-25,28-Feb-26,18-May-26,10,10,100%,
CON-B02-FOOT-1010,Pouring for PC Raft (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,10-Dec-25,10-Dec-25,30-Nov-25,1-Dec-25,10,10,100%,
E-SUB-B04-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,10-Dec-25,30-Dec-25,1-Mar-26,10-Mar-26,10,10,100%,
E-SUB-B03-GR-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.GF,10-Dec-25,30-Dec-25,20-May-26,14-Jun-26,10,10,100%,
E-SUB-B03-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.1stF,10-Dec-25,30-Dec-25,1-Jan-26,10-Feb-26,10,10,100%,
E-SUB-B01-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.1stF,10-Dec-25,30-Dec-25,1-Feb-26,3-Feb-26,10,10,100%,
CON-B02-FOOT-1020,Curing for PC Raft (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,11-Dec-25,13-Dec-25,2-Dec-25,6-Dec-25,10,10,100%,
CON-B04-WT-1090,Curing & Deshuttering for RC Raft (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,11-Dec-25,13-Dec-25,1-Mar-26,4-Mar-26,10,10,100%,
E-APP-B02-BAS02-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB,11-Dec-25,22-Dec-25,1-Feb-26,17-Feb-26,10,10,100%,
E-APP-B01-BAS02-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB,11-Dec-25,22-Dec-25,1-Feb-26,17-Feb-26,10,10,100%,
E-APP-B02-BAS01-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.1stB,11-Dec-25,22-Dec-25,1-Feb-26,9-Feb-26,10,10,100%,
E-APP-B01-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.1stB,11-Dec-25,22-Dec-25,1-Feb-26,7-Feb-26,1,1,100%,
E-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01)  (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.GF,11-Dec-25,22-Dec-25,1-Feb-26,11-Feb-26,2,2,100%,
E-APP-B03-BAS02-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.3,11-Dec-25,22-Dec-25,1-Feb-26,25-Mar-26,5,5,100%,
E-APP-B04-BAS02-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,11-Dec-25,22-Dec-25,24-Feb-26,2-Mar-26,5,5,100%,
E-APP-B03-BAS01-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.2,11-Dec-25,22-Dec-25,7-Jan-26,12-Feb-26,6,6,100%,
AB-SUB-B02-FOOT-1000,Submittal for PC Raft Conc. Dim. DWGs As-Built Drawing (B02) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.F,11-Dec-25,31-Dec-25,17-May-26,10-Jun-26,6,6,100%,
CON-B04-WT-1100,Shuttering for Walls (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,13-Dec-25,21-Dec-25,7-Mar-26,14-Apr-26,12,12,100%,
CON-B04-WT-1110,RFT for Walls (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,13-Dec-25,21-Dec-25,8-Mar-26,14-Apr-26,14,14,100%,
AB-APP-B01-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B01) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,13-Dec-25,25-Dec-25,4-Jun-26,17-Jun-26,18,18,100%,
CON-B02-FOOT-1030,Waterproofing & Ins. Protection works (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,14-Dec-25,15-Dec-25,18-Dec-25,21-Dec-25,18,18,100%,
E-SUB-B04-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,14-Dec-25,3-Jan-26,9-Feb-26,26-Feb-26,18,18,100%,
E-SUB-B03-1ST-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.1stF,14-Dec-25,3-Jan-26,1-Feb-26,10-Feb-26,18,18,100%,
E-SUB-B01-1ST-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.1stF,14-Dec-25,3-Jan-26,26-Oct-25,15-Nov-25,18,18,100%,
E-SUB-B04-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.GF,15-Dec-25,4-Jan-26,1-Jan-26,10-Feb-26,18,18,100%,
E-SUB-B02-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.1stF,15-Dec-25,4-Jan-26,25-Oct-25,13-Nov-25,18,18,100%,
E-APP-B01-BAS02-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB,15-Dec-25,25-Dec-25,1-Mar-26,2-Mar-26,18,18,100%,
E-APP-B02-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.1stB,15-Dec-25,25-Dec-25,1-Feb-26,15-Feb-26,18,18,100%,
E-APP-B01-BAS01-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.1stB,15-Dec-25,25-Dec-25,20-Feb-26,12-Mar-26,18,18,100%,
E-APP-B01-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01)  (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.GF,15-Dec-25,25-Dec-25,1-Feb-26,7-Feb-26,18,18,100%,
E-APP-B04-BAS02-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,15-Dec-25,25-Dec-25,1-Mar-26,5-Mar-26,10,10,100%,
E-APP-B03-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.2,15-Dec-25,25-Dec-25,1-Feb-26,25-Mar-26,10,10,100%,
E-APP-B02-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.GF,16-Dec-25,27-Dec-25,1-Feb-26,9-Feb-26,10,10,100%,
CON-B02-FOOT-1040,Shuttering for RC Raft & Footings (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,17-Dec-25,28-Dec-25,10-Jan-26,20-Jan-26,10,10,100%,
CON-B04-WT-1120,Installation for Waterstop Insulation (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,17-Dec-25,21-Dec-25,15-Apr-26,17-Apr-26,10,10,100%,
E-SUB-B03-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.1stF,17-Dec-25,6-Jan-26,17-May-26,10-Jun-26,10,10,100%,
E-SUB-B01-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.1stF,17-Dec-25,6-Jan-26,17-May-26,10-Jun-26,10,10,100%,
AB-APP-B04-WT-1010,Approval for RC Raft Conc. Dim. DWGs As-Built Drawing (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.2ndF.WT,17-Dec-25,30-Dec-25,4-Jun-26,17-Jun-26,10,10,100%,
AB-APP-B01-FOOT-1010,Approval for  Waterproofing Layout Plan DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,17-Dec-25,30-Dec-25,4-Jun-26,17-Jun-26,10,10,100%,
E-SUB-B04-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.GF,18-Dec-25,8-Jan-26,1-Feb-26,21-Feb-26,10,10,100%,
E-SUB-B02-1ST-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.1stF,18-Dec-25,8-Jan-26,19-Oct-25,8-Nov-25,10,10,100%,
E-APP-B02-BAS01-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.1stB,18-Dec-25,29-Dec-25,1-Feb-26,17-Feb-26,10,10,100%,
E-APP-B01-BAS01-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.1stB,18-Dec-25,29-Dec-25,1-Mar-26,15-Mar-26,10,10,100%,
E-APP-B01-GR-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01)  (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.GF,18-Dec-25,29-Dec-25,11-Jun-26,22-Jun-26,10,10,100%,
E-APP-B03-BAS01-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUB.2,18-Dec-25,29-Dec-25,1-Jan-26,25-Mar-26,10,10,100%,
CON-B01-FOOT-1080,Pouring Columns & Walls Below SOG (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,18-Dec-25,18-Dec-25,2-May-26,17-May-26,10,10,100%,
CON-B01-FOOT-1090,Pouring for RC Raft & Footings (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,20-Dec-25,21-Dec-25,7-Mar-26,30-Apr-26,10,10,100%,
CON-B02-FOOT-1050,RFT for RC Raft & Footings (B02) (footing),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,20-Dec-25,30-Dec-25,17-Jan-26,21-Jan-26,10,10,100%,
E-SUB-B03-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.2ndF,20-Dec-25,10-Jan-26,1-Jan-26,10-Feb-26,10,10,100%,
E-SUB-B01-1ST-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.1stF,20-Dec-25,10-Jan-26,19-May-26,13-Jun-26,10,10,100%,
E-SUB-B01-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.2ndF,20-Dec-25,10-Jan-26,1-Feb-26,3-Mar-26,10,10,100%,
E-APP-B02-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.GF,20-Dec-25,30-Dec-25,1-Feb-26,15-Feb-26,10,10,100%,
